"Genmod_message";"Genmod viesti"
"pwreqinfo";"Hei...<br /><br />Sähköposti, jossa on uusi salasana, on lähetetty osoitteeseen.<br /><br />Tutki sähköpostitiliäsi parin minuutin kuluttua. Sinun tulisi saada posti siihen mennessä.<br /><br />Suosittelu:<br />Saatuasi sähköpostisi sinun tulee kirjoitautua ja muuttaa salasanasi lisätäksesi tietosuoja kokonaisuutta."
"qm";"?"
"qm_ah";"?"
"quick_update_instructions";"Tällä sivulla voit nopeasti päivittää henkilön tiedot. Sinun tarvitsee vain lisätä uudet tai muuttaa tällä sivustolla jo olevat tiedot. Kun muutokset on lähetetty ylläpitäjä tarkistaa ne ennenkuin ne näkyvät verkkosivuilla."
"quick_update_title";"Pikapäivitys"
"rabbi";"Rabbi"
"random_media_block";"Satunnaisen kuvan alue"
"random_media_descr";"Satunnaisen kuvan alue valitsee satunnaisen kuvan tai muun median aktiivisesta GEDCOM-tiedostosta ja näyttää sen."
"random_picture";"Satunnainen kuva"
"reading_file";"Lukee GEDCOM tiedostoa"
"readme_documentation";"README-dokumentti"
"rebuild_indexes";"Luo uudelleen indeksitiedostot"
"recent_changes";"Viimeiset muutokset"
"recent_changes_block";"Viimeisten muutosten alue"
"recent_changes_descr";"Viimeisten muutosten alueella luetteloidaan GEDCOM-tiedostoon tehdyt muutokset viimeisen kuukauden aikana. Tämä alue pitää sinut ajan tasalla tehtyjen muutosten suhteen. Muutokset havaitan CHAN-merkitsimen avulla."
"recent_changes_none";"<b>Ei muutoksia viimeisen #gm_lang[global_num1]# päivän aikana.</b><br />"
"recent_changes_some";"<b>Muutoksia viimeisten #gm_lang[global_num1]# päivän aikana</b><br />"
"recent_events";"Viimeiset vuodet (< 100 vuotta)"
"record";"Tietue"
"record_copied";"Tietue kopioitu leikepöydälle"
"record_not_removed";"Tietuetta #xref# ei voitu poistaa GEDCOM-tiedostotsta."
"record_not_updated";"Tietuette #pid# ei voitu päivittää."
"record_removed";"Tietue #xref# poistettu GEDCOM-tiedostosta."
"record_updated";"Tietue #pid# päivitetty."
"refresh";"Näytön päivitys"
"register_info_01";"~PYYDÄ UUSI KÄYTTÄJÄTILI~<br /><br />Tässä palvelussa yleisesti näytettävän tiedon määrä saattaa riippua sovellettavista turvallisuusmääräyksistä. Monet henkilöt eivät halua tietojaan näkyville internetissä. Henkilötietoja saatetaan käyttää roskapostin lähettämiseen tai henkilötietovarkauksiin. <br /><br />Tälle sivustolle pääsevät ne henkilöt, joilla on käyttäjätili. Kun ylläpitäjä on varmentanut ja hyväksynyt hakemuksesi, voit kirjautua sisään. <br /><br />Mikäli sukulaisuuden yksityisyysasetus on aktivoitu pääset käsiksi vain omien lähisukulaistesi tietoihin kirjauduttuasi järjestelmään. Ylläpitäjä saattaa myös antaa tietyille henkilöille luvan tietokannan editointiin niin, että he voivat muuttaa tai lisätä tietoja.<br /><br />Mikäli tarvitset enemmän tukea, käytä oheista linkkiä ottaaksesi yhteyttä ylläpitäjään."
"register_info_02";"~PYYDÄ UUSI KÄYTTÄJÄTILI~<br /><br />Tässä palvelussa yleisesti näytettävän tiedon määrä saattaa riippua sovellettavista turvallisuusmääräyksistä. Monet henkilöt eivät halua tietojaan näkyville internetissä. Henkilötietoja saatetaan käyttää roskapostin lähettämiseen tai henkilötietovarkauksiin. <br /><br />Tälle sivustolle pääsevät vain ne henkilöt, joille on myönnetty <u>käytölupa</u>. Kun ylläpitäjä on varmentanut ja hyväksynyt hakemuksesi, voit kirjautua sisään ja katsoa yksityisiä tietoja.<br /><br />Mikäli sukulaisuuden yksityisyysasetus on aktivoitu pääset käsiksi vain omien lähisukulaistesi tietoihin kirjauduttuasi järjestelmään. Ylläpitäjä saattaa myös antaa tietyille henkilöille luvan tietokannan editointiin niin, että he voivat muuttaa tai lisätä tietoja.<br /><br />Mikäli tarvitset enemmän tukea, käytä oheista linkkiä ottaaksesi yhteyttä ylläpitäjään."
"register_info_03";"~PYYDÄ UUSI KÄYTTÄJÄTILI~<br /><br />Tässä palvelussa yleisesti näytettävän tiedon määrä saattaa riippua sovellettavista turvallisuusmääräyksistä. Monet henkilöt eivät halua tietojaan näkyville internetissä. Henkilötietoja saatetaan käyttää roskapostin lähettämiseen tai henkilötietovarkauksiin. <br /><br />Tälle sivustolle pääsevät <u>vain perheenjäsenet</u>. Kun ylläpitäjä on varmentanut ja hyväksynyt hakemuksesi, voit kirjautua sisään ja katsoa yksityisiä tietoja.<br /><br />Mikäli sukulaisuuden yksityisyysasetus on aktivoitu pääset käsiksi vain omien lähisukulaistesi tietoihin kirjauduttuasi järjestelmään. Ylläpitäjä saattaa myös antaa tietyille henkilöille luvan tietokannan editointiin niin, että he voivat muuttaa tai lisätä tietoja.<br /><br />Mikäli tarvitset enemmän tukea, käytä oheista linkkiä ottaaksesi yhteyttä ylläpitäjään."
"registernew";"Uuden käyttäjätilin vahvistus"
"registry_officer";"Rekisteriviranomainen"
"rela_husb";"Sukulaisuus aviomieheen"
"rela_wife";"Sukulaisuus aviovaimoon"
"relationship_chart";"Sukulaisuus"
"relationship_to_me";"Sukulaisuus minuun"
"relatives";"Lähisukulaisia"
"relatives_events";"Lähisukulaisten tapahtumia"
"relatives_report";"Raportti sukulaisista"
"remember_me";"Muista minut tällä tietokoneella?"
"remove";"Poista        "
"remove_child";"Poista tämä henkilö perheestä"
"remove_custom_tags";"Poista räätälöidyt GM-merkitsimet? (Esim. _GMU, _THUM)"
"remove_person";"Poista henkilö kaaviosta"
"reorder_children";"Järjestä lapset uudelleen"
"reorder_families";"Järjestä perheet"
"replace";"Vaihda tietue"
"reply";"Vastaa"
"repo_contains";"Tietovarasto sisältää:"
"repo_info";"Tietovarastoinformaatiota"
"repo_list";"Tietovarastoluettelo"
"repo_name";"Tietokannan nimi:"
"reports";"Raportit"
"repos_found";"Löydetty tietovarastoja"
"requestaccount";"Pyydä uusi käyttäjätili"
"requestpassword";"Pyydä uusi salasana"
"research_log";"Tutkimusloki"
"reset";"Palauta alkuperäinen arvo"
"reset_default_blocks";"Palauta alkuperäiset alueet"
"resolution";"Näytön tarkkuus"
"review_changes";"Tutki GEDCOM muutokset"
"review_changes_block";"Ei hyväksytyt muutokset"
"review_changes_body";"Genmod sivustoon  on tehty on-line muutoksia. Nämä muutokset on tarkastettava ja hyväksyttävä ennen niiden näkymistä kaikille käyttäjille. Näpäytä alla olevaa linkkiä mennäksesi Genmod sivustolle ja kirjaudu järjestelmään tarkastaaksesi muutokset."
"review_changes_descr";"Alue "hyväksymättömät muutokset" näyttää editoivalle käyttäjälle luettelon niistä tietueista, jotka on muutettu on-line tilassa ja jotka vielä täytyy tarkistaa ja hyväksyä.<br /><br />Mikäli tämä alue on aktivoitu, ne käyttäjät joilla on hyväksymisoikeudet saavat kerran päivässä sähköpostiviestin, jossa pyydetään tarkistamaan muutokset."
"review_changes_email";"Lähetä muistutusviestit?"
"review_changes_email_freq";"Muistutusviestien frekvenssi (päiviä)"
"review_changes_subject";"Genmod - Tarkista muutokset"
"right_section";"Oikean osaan alueet"
"root_person";"Lähtöhenkilön numero"
"rootid";"Esipolvitaulun lähtöhenkilö"
"rss_descr";"Uutiset ja linkit #GEDCOM_TITLE# sivustolta."
"rss_feeds";"RSS-syötteet"
"rss_logo_descr";"Syötteen toteutti Genmod"
"run_report";"Katsele raporttia"
"run_tools";"Haluatko käyttää jotakin seuraavista työkaluista GEDCOMiisi ennen sen tuontia:"
"same_ids";"Kirjoitit saman ID:n. Et voi yhdistää samoja tietueita."
"saturday";"Lauantai"
"save";"Tallenna"
"savedata";"Talleta muutokset"
"sealing";"Sinetöinti"
"search";"Hae"
"search_DM";"Daitch-Mokotoff"
"search_asso_label";"Läheiset"
"search_asso_text";"Näytä sukulaishenkilöt- ja perheet."
"search_fams";"Perheitä"
"search_gedcom";"Hae GEDCOM-tiedostosta"
"search_geds";"Haetaan seuraavista GEDCOM-tiedostoista"
"search_general";"Yleishaku"
"search_indis";"Henkilöitä"
"search_inrecs";"Hae"
"search_more_chars";"Anna enemmän kuin yksi merkki"
"search_options";"Hakuvaihtoehdot"
"search_place";"Paikka:"
"search_prtall";"Kaikki nimet"
"search_prthit";"Löytyneet nimet"
"search_prtnames";"Henkilöiden <br />tulostettavat nimet"
"search_russell";"Russell"
"search_soundex";"Soundex-haku"
"search_soundextype";"Soundex-tyyppi"
"search_sources";"Lähteitä"
"search_tagfilter";"Ohita suodatin"
"search_tagfoff";"Ei"
"search_tagfon";"Ohita jokin ei-sukututkimuksellinen tieto"
"search_type";"Hakumenetelmä"
"search_year";"Vuosi:"
"sec";"s."
"security_no_create";"Turvallisuusvaroitus tiedostoa index.php ei ole hakemistossa "
"security_not_exist";"Turvallisuusvaroitus ei voi luoda tiedostoa index.php hakemistoon "
"select_an_option";"Valitse allaolevista vaihtoehdoista:"
"select_date";"Valitse päivämäärä"
"select_fact";"Valitse tieto"
"select_gedcom_records";"Valitse kaksi GEDCOM-tietuetta yhdistettäväksi. Tietueiden tulee olla samaa tyyppiä."
"select_report";"Valitse raportti"
"selected_report";"Valittu raportti"
"send";"Lähetä"
"sending_to";"Tämän viestin vastaanottaja on: #TO_USER#"
"sep";"syyskuu"
"servant";"Palvelija"
"set_link";"Linkkaa"
"sex";"Sukupuoli"
"show";"Näytä"
"show_age";"Näytä ikämerkitsin"
"show_basic";"Näytä tyhjät perustapahtumat?"
"show_changes";"Tämä tietue on muuttunut. Klikkaa, jos haluat nähdä muutokset."
"show_cousins";"Näytä serkut"
"show_details";"Näytä yksityiskohdat"
"show_empty_block";"Tulisiko tämän alueen olla piilossa kun se on tyhjä?"
"show_notes";"Näytä lisätiedot?"
"show_path";"Näytä polku"
"show_photos";"Näytä valokuvat?"
"show_phpinfo";"Näytä PHPInfosivu"
"show_place_hierarchy";"Näytä paikat hierarkiana"
"show_place_list";"Näytä kaikki paikat listassa"
"show_spouses";"Näytä puolisot"
"show_surnames";"Näytä sukunimiluettelo"
"show_thumbnail";"Näytä pienoiskuvat"
"showcal";"Näytä tapahtumat:"
"sibling";"Sisarus"
"siblings";"Sisarukset"
"sister";"Sisar"
"sister-in-law";"Käly"
"site_default";"Sivuston oletusarvo"
"siteadmin";"Palvelun ylläpitäjä"
"skip_cleanup";"Ohita siivous"
"skip_surnames";"Ohita sukunimiluettelo"
"slk_list";"EXCEL SLK lista"
"son";"Poika"
"son-in-law";"Käly"
"sorry";"<b>Valitettavasti emme ole viimeistelleet tämän sivun tai kohteen ohjetta</b>"
"sort_by";"Lajittele seuraavan mukaan:"
"sort_by_birth";"Lajittele syntymäpäivän mukaan"
"sort_by_marriage";"Lajittele avioitumispäivän mukaan"
"sosa_10";"Isoäidinisä"
"sosa_11";"Isoäidiniti"
"sosa_12";"Isoisänisä"
"sosa_13";"Isoisänäiti"
"sosa_14";"Isoäidinisä"
"sosa_15";"Isoäidiniti"
"sosa_16";"N/A"
"sosa_17";"N/A"
"sosa_18";"N/A"
"sosa_19";"N/A"
"sosa_2";"Isä"
"sosa_20";"N/A"
"sosa_21";"N/A"
"sosa_22";"N/A"
"sosa_23";"N/A"
"sosa_24";"N/A"
"sosa_25";"N/A"
"sosa_26";"N/A"
"sosa_27";"N/A"
"sosa_28";"N/A"
"sosa_29";"N/A"
"sosa_3";"Äiti"
"sosa_30";"N/A"
"sosa_31";"N/A"
"sosa_32";"N/A"
"sosa_33";"N/A"
"sosa_34";"N/A"
"sosa_35";"N/A"
"sosa_36";"N/A"
"sosa_37";"N/A"
"sosa_38";"N/A"
"sosa_39";"N/A"
"sosa_4";"Isoisä"
"sosa_40";"N/A"
"sosa_41";"N/A"
"sosa_42";"N/A"
"sosa_43";"N/A"
"sosa_44";"N/A"
"sosa_45";"N/A"
"sosa_46";"N/A"
"sosa_47";"N/A"
"sosa_48";"N/A"
"sosa_49";"N/A"
"sosa_5";"Isoäiti"
"sosa_50";"N/A"
"sosa_51";"N/A"
"sosa_52";"N/A"
"sosa_53";"N/A"
"sosa_54";"N/A"
"sosa_55";"N/A"
"sosa_56";"N/A"
"sosa_57";"N/A"
"sosa_58";"N/A"
"sosa_59";"N/A"
"sosa_6";"Isoisä"
"sosa_60";"N/A"
"sosa_61";"N/A"
"sosa_62";"N/A"
"sosa_63";"N/A"
"sosa_7";"Isoäiti"
"sosa_8";"Isoisänisä"
"sosa_9";"Isoisänäiti"
"soundex_search";"- tai hae siten kuin kuvittelet nimen kirjoitettavan (Soundex):"
"source";"Lähde"
"source_complete";"Lähdeindeksitiedosto päivitetty"
"source_contains";"Lähde sisältää:"
"source_downloaded_from";"Lähde on ladattu omalle koneelle tiedostosta:"
"source_info";"Lähdetieto"
"source_list";"Lähteet"
"source_menu";"Vaihtoehtoja lähteille"
"source_name";"Lähdenimi:"
"sources";"Lähteet"
"sources_found";"löydettyä lähdettä"
"spouse";"Puolisona"
"spouse-family";"Puoliso ja lapset"
"ssourcess";"Lähteitä"
"start_at_parents";"Aloita vanhemmista"
"starts_with";"Alkaa kirjaimella:"
"stat_10_none";"Ei mitään"
"stat_11_mb";"Syntymäkuukausi"
"stat_12_md";"Kuolinkuukausi"
"stat_13_mm";"Avioliittoonvihkimiskuukausi."
"stat_14_mb1";"Suhteen ensimmäisen lapsen syntymäkuukausi"
"stat_15_mm1";"Kuukausi, jolloin solmittiin ensimmäinen avioliitto."
"stat_16_mmb";"Kuukausia vihkimisen ja ensimmäisen lapsen välillä."
"stat_17_arb";"Ikä suhteessa syntymävuoteen."
"stat_18_ard";"Ikä suhteessa kuolinvuoteen."
"stat_19_arm";"Ikä avioliittoonvihkimisvuonna."
"stat_200_none";"Kaikki (tai tyhjä)"
"stat_201_num";"Lukumäärät"
"stat_202_perc";"Prosenttiosuus"
"stat_20_arm1";"Ikä ensimmäisen avioliittoonvihkimisvuoden aikana."
"stat_21_nok";"Lasten lukumäärä."
"stat_300_none";"Ei mitään"
"stat_301_mf";"Sukupuoli"
"stat_302_cgp";"aikajaksoa. Tarkista väliarvot aikajaksoille z-akselilla."
"stat_earliest_birth";"Aikaisin syntymävuosi"
"stat_families";"perhettä"
"stat_gax";"Tarkista ikäarvojen väliarvot."
"stat_gmx";"Tarkista kuukausien väliarvot."
"stat_gnx";"Tarkista lukumäärien väliarvot."
"stat_individuals";"henkilöä"
"stat_latest_birth";"Myöhäisin syntymävuosi"
"stat_other";"muita tietueita"
"stat_sources";"lähdettä"
"statar_xga";"Väliarvot lukumäärille (x-akseli):"
"statar_xgl";"Väliarvot ikäarvoille (x-akseli):"
"statar_xgm";"Väliarvot kuukausille (x-akseli):"
"statar_xgp";"Väliarvot aikajaksoille (x-akseli):"
"statar_zgp";"Väliarvot aikajaksoille (z-alseliZ:"
"statistics";"Tilastot"
"statlxa";"pitkin x-akselia"
"statlya";"pitkin y-akselia"
"statlza";"pitkin z-akselia"
"statmess1";"<b>Täytä seuraavat rivit aiempien x- tai y-akselin asetusten mukaisesti</b>"
"statnfam";"perheiden lukumäärä ="
"statnfemale";"naisten lukumäärä ="
"statnmale";"miesten lukumäärä ="
"statnnames";"nimien lukumäärä ="
"statreset";"palauta alkuperäiset arvot"
"statsubmit";"näytä kuvaaja"
"status";"Tila"
"statutci";"Indeksiä ei voi luoda"
"statvars";"Täytä kuvaajaa varten seuraavat muuttujat"
"step1";"Vaihe 1/4:"
"step2";"Vaihe 2/4:"
"step3";"Vaihe 3/4:"
"step4";"Vaihe 4/4:"
"stepbrother";"Velipuoli"
"stepdad";"Isäpuoli"
"stepfamily";"Ottoperhe"
"stepmom";"Äitipuoli"
"stepsister";"Sisarpuoli"
"still_living_error";"Tämä henkilö elää vielä tai hänen syntymä- tai kuolintiedot puuttuvat. Elävien henkilöiden tiedot ovat vierailijoilta piilossa.<br />Lisätietoja varten ota yhteys"
"stillborn";"Kuolleena syntynyt"
"stpl";"..."
"stplGDno";"Kuvaajakirjastoa ei ole käytettävissä PHP 4:ssä. Kysy ylläpitäjältä."
"stplage";"ikä"
"stplgzas";"z-akselin raja-arvot"
"stplinfo";"Muuttujat kuvaajalle:"
"stplipot";"/ aikajaksoa kohti"
"stpljpgraphno";"JP grafiikkamodulit eivät ole käytettävissä hakemistossa Genmod/jpgraph. Hae ne osoitteesta http://www.aditus.nu/jpgraph/jpdownload.php<br /><h3>Asenna ensin JPgraph hakemistoon Genmod/jpgraph/</h3><br />";$gm_lang["stplinfo"] = "kuvaajainfo:"
"stplmf";"/ sukupuoli"
"stplmonth";"kuukausi"
"stplnoim";"ei toteutettu:"
"stplnumbers";"lukumäärät"
"stplperc";"prosenttiosuus"
"stpltype";"tyyppi:"
"suffix";"Etuliite:"
"sunday";"Sunnuntai"
"support_contact";"Tekninen apu"
"surname";"Sukunimi:"
"surnames";"Sukunimi"
"system_time";"Nykyinen järjestelmäaika:"
"tables_exist";"Genmod taulut ovat jo olemassa tietokannassa"
"temple";"Mormoonitemppeli"
"temple_code";"Mormoonitemppeli koodi:"
"text";"Teksti:"
"thankyou";"Hei #user_fullname# ...<br />Kiitos rekisteröinnistäsi"
"theme_select_block";"Teemanvalinta-alue"
"theme_select_descr";"Teemanvalinta-alue näyttää teemavalikon vaikka "muuta teema" valinta on poistettu käytöstä."
"thumb_genned";"Pienoiskuvat on luotu automaattisesti."
"thumbgen_error";"Pienoiskuvaa ei voi luoda "
"thumbnail";"Pienoiskuva"
"thumbnail_deleted";"Pienoiskuvatiedosto poistettu."
"thumbnail_not_deleted";"Pienoiskuvatiedostoa ei voitu poistaa."
"thumbs_deleted";"Pienoiskuvahakemisto poistettu."
"thumbs_not_deleted";"Pienoiskuvahakemistoa ei poistettu."
"thursday";"Torstai"
"time_limit";"Aikaraja"
"timeline_chart";"Aikajana"
"timeline_instructions";"Useimmissa uusissa selaimissa laatikoita voi siirtää hiirellä kaaviossa paikasta toiseen."
"timeline_title";"Genmod aikajana"
"timeout_error";"Aika loppui - sukulaisuutta ei vielä löytynyt"
"title";"Nimike:"
"titles_found";"Otsikot"
"to";"saakka"
"to_family";"perheeseen"
"to_person";"henkilöön"
"to_source";"lähteeseen"
"today";"Tänään"
"todays_events_block";"Tänä päivänä alue"
"todays_events_descr";"Tänä päivänä  omassa historiassasi... alueella on luettelo tämän päivän tapahtumista. Mikäli tapahtumia ei löydy, ei aluetta näytetä. Käyttäjän OmaGedView sivun alueella luetteloidaan vain elävät, GEDCOM tervetuloa-sivulla näytetään kaikki henkilöt."
"tools_readme";"Katso työkaluosiota #README.TXT#-tiedostosta lisäohjeita varten."
"top10_pageviews";"Useimmin katsotut asiat"
"top10_pageviews_block";"Suosikkikohteiden alue"
"top10_pageviews_descr";"Tällä alueella näytetään 10 useimmin katsottua tietuetta. Tämä vaatii osumalaskurin aktivoimisen GEDCOM asetuksissa."
"top10_pageviews_msg";"Laskurit on aktivoitava GEDCOM-asetuksissa jotta tämä alue toimisi."
"top10_pageviews_nohits";"Ei osumia."
"top_level";"Ylin taso"
"total_dead";"Yhteensä kuolleet"
"total_fams";"Perheiden kokonaismäärä"
"total_indis";"Henkilöiden kokonaismäärä"
"total_living";"Yhteensä elossa"
"total_memory_usage";"Muistia käytössä:"
"total_names";"Yhteensä nimiä"
"total_not_born";"Yhteensä vielä syntymättömät"
"total_places";"Paikkoja löytyi"
"total_privacy_checks";"Tietosuojavarmistus:"
"total_queries";"Tiedostokysymykset: "
"total_repositories";"Tietovarastoja yhteensä"
"total_sources";"Kokonaismäärä - Lähteitä"
"total_unic_places";"Paikkoja yhteensä"
"translator_tools";"Translator tools"
"tuesday";"Tiistai"
"twin";"Kaksonen"
"twin_brother";"Kaksosveli"
"twin_sister";"Kaksossisar"
"type";"Tyyppi"
"um_backup";"Backup"
"unable_to_create_index";"Indeksitiedostoa ei voi luoda. Varmista kirjoitusoikeutesi GenmodDirectoryyn. Oikeudet voidaan palauttaa kunhan indeksitiedostot on kirjoitettu. "
"unable_to_find_family";"Ei löydy perhettä, jonka ID on"
"unable_to_find_indi";"Ei löydy henkilöä, jonka ID on"
"unable_to_find_record";"Ei löydy tietuetta, jonka ID on"
"unable_to_find_repo";"Ei löydy tietokantaa, jonka ID on"
"unable_to_find_source";"Ei löydy lähdettä, jonka ID on"
"unable_to_open";"Leikehakemistoa ei voi avata kirjoittamista varten"
"uncle";"Eno/Setä"
"undo";"Peru"
"unknown";"Tuntematon"
"unmatching_facts";"Seuraavat tiedot eivät ole yhtäpitäviä. Valitse tieto, jonka haluat säilyttää."
"unrecognized_code";"Tuntematon GEDCOM-koodi"
"unrecognized_code_msg";"Tämä on virhe jonka haluaisimme korjata. Ilmoita virhe osoitteeseen"
"upcoming_events";"Tulevia tapahtumia"
"upcoming_events_block";"Tulevien tapahtumien alue"
"upcoming_events_descr";"Tulevat tapahtumat-alue aktiivisessa GEDCOM:issa näyttää luettelon 30 seuraavan vuorokauden aikana sattuvista tapahtumista. Käyttäjän OmaGedView sivun alueella luetteloidaan vain elävät henkilöt.GEDCOM tervetuloa-sivulla näytetään kaikki henkilöt."
"update_address";"Päivitä osoite"
"update_fact";"Päivitä tieto"
"update_fact_restricted";"Tämän tiedon päivittämistä on rajoitettu"
"update_myaccount";"Päivitä käyttäjätilini"
"update_name";"Päivitä nimi"
"update_photo";"Päivitä valokuva"
"update_successful";"Päivitys onnistui."
"update_user";"Päivitä käyttäjä"
"updating_family_names";"Sukunimet päivitetty"
"updating_is_dead";"Päivittää "Kuollut"-statusta INDI:ssä"
"updating_linked";"Päivittää linkitettyä tietuetta"
"upgrade";"Päivitä Genmod"
"upload";"Lataa palvelimelle"
"upload_error";"Tiedoston latauksessa tapahtui virhe."
"upload_file";"Lataa tiedosto koneeltasi"
"upload_gedcom";"Lataa GEDCOM-tiedosto palvelimelle"
"upload_media";"Lataa mediatiedostot palvelimelle"
"upload_successful";"Koneelle lataaminen onnistui"
"url";"URL"
"use_blocks_for_default";"Käytä näitä alueita kaikkien käyttäjien oletusalueasetuksina?"
"user";"Autentikoitu käyttäjä"
"user_admin";"Käyttäjien hallinta"
"user_auto_accept";"Hyväksy automaattisesti tämän käyttäjän tekemät muutokset"
"user_cannot_edit";"Tämä käyttäjätunnus ei voi editoida tätä GEDCOM-tiedostoa."
"user_contact_method";"Mieluisin yhteystapa"
"user_create_error";"Käyttäjää ei voida luoda.  Ole hyvä ja yritä uudelleen."
"user_created";"Uusi käyttäjä luotu."
"user_default_tab";"Oletusvälilehti, joka näytetään henkilösivulla"
"user_favorites_block";"Käyttäjän suosikit-alue"
"user_favorites_descr";"Käyttäjän suosikit-lalue näyttää luettelon suosituimmista henkilöistä jotta niihin on helppo muodostaa linkki."
"user_info";"Käyttäjän tiedot"
"user_manual";"PhpGegView käyttöopas"
"user_messages_block";"Käyttäjän viestialue"
"user_messages_descr";"Käyttäjän viestialue näyttää luettelon aktiiviselle käyttäjälle lähetetyistä viesteistä."
"user_news_block";"Käyttäjän päiväkirja-alue"
"user_news_descr";"Käyttäjän päiväkirja-alueella käyttäjä voi ylläpitää päiväkirjaa tai tehdä sinne muistiinpanoja."
"user_not_found";"Täyttämiäsi tietoja ei voinut vahvistaa. Yritä uudelleen."
"user_theme";"Teemani"
"user_verify";"Käyttäjävahvistus"
"username";"Käyttäjätunnus"
"users_logged_in";"Sisäänkirjautuneet käyttäjät"
"utf8_to_ansi";"Muunnetaanko tämä UTF-8-koodattu GEDCOM ANSI (ISO-8859-1) muotoon?"
"valid_gedcom";"Hyväksyttävä GEDCOM havaittu. Ei vaadi siivousta."
"validate_gedcom";"Validoi GEDCOM"
"var_not_exist";"<span style=font-weight: bold>Kielimuuttuja puuttuu. Ilmoita tästä koska se on virhe.</span>"
"verified";"Käyttäjä on vahvistanut itsensä"
"verified_by_admin";"Ylläpitäjä on vahvistanut käyttäjän"
"verify_gedcom";"Verifioi GEDCOM-tiedosto"
"verify_upload_instructions";"Jos päätät jatkaa, vanha GEDCOM-tiedosto korvataan lataamallasi tiedostolla ja tuontiprosessi alkaa uudestaa. Jos päätät perua, vanha GEDCOM jää entiselleen."
"view";"Näytä"
"view_change_diff";"Näytä muutokset"
"view_changelog";"Näytä textlog.txt-tiedosto"
"view_family";"Katso perhettä"
"view_gedcom";"Näytä GEDCOM-tietue"
"view_logs";"Näytä lokitiedot"
"view_person";"Katso henkilöä"
"view_readme";"Näytä readme.txt-tiedosto"
"view_records_in_place";"Näytä kaikki paikan tiedot"
"view_source";"Katso lähdettä"
"viewday";"Näytä päivä"
"viewing_url";"Tämä viesti lähetettiin seuraavasta urlistä: "
"viewmonth";"Näytä kuukausi"
"viewyear";"Näytä vuosi"
"visibleonline";"Näkyvissä muille käyttäjille online-tilassa."
"visitor";"Vierailija"
"wednesday";"Keskiviikko"
"welcome";"Tervetuloa"
"welcome_block";"Käyttäjän tervetuloalue"
"welcome_descr";"Käyttäjän tervetuloalue näyttää sen hetkisen päivämäärän ja kellonajan, pikalinkit käyttäjätietojen muuttamiseksi sekä omaan sukupuuhun ja linkin  josta pääsee muokkaamaan MyGedView-sivua."
"welcome_page";"Tervetulosivu"
"welcome_text_auth_mode_1";"<center><b>Tervetuloa tähän sukututkimuksen verkkopalveluun</b></center><br />Jokaisella käyttäjällä, jolla on käyttäjätili, on pääsy tänne.<br /><br />Mikäli sinulla on käyttäjätili, voit kirjautua tältä sivulta. Mikäli sinulla ei ole käyttäjätiliä, voit pyytää sellaisen näpäyttämällä alla olevaa  linkkiä.<br /><br />Todennettuaan pyyntösi ylläpitäjä aktivoi käyttäjätilisi. Saat sähköpostiviestin kun pyyntösi on hyväksytty. "
"welcome_text_auth_mode_2";"<center><b>Tervetuloa tähän sukututkimuksen verkkopalveluun.</b></center><br />Pääsy näille sivuille on sallittu vain niille käyttäjille, joille on annettu <b>käyttöoikeus</b>.<br /><br />Mikäli sinulla jo on käyttäjätili, voit kirjautua järjestelmään tällä sivulla. Mikäli sinulla ei ole käyttäjätiliä, voit pyytää sellaista näpäyttämällä asianomaista linkkiä tällä sivulla.<br /><br />Varmistuttuaan antamistasi tiedoista ylläpitäjä joko hyväksyy tai hylkää pyyntösi. Tulet saamaan sähköpostiviestin kun pyyntösi on hyväksytty."
"welcome_text_auth_mode_3";"<center><b>Tervetuloa tähän sukututkimuksen verkkopalveluun</b></center><br />Pääsy tänne on sallittu ainoastaan <u>sukulaisille</u>.<br /><br />Mikäli sinulla on käyttäjätili voit kirjautua sivustolle. Mikäli sinulla ei vielä ole käyttäjätiliä, voit pyytää sellaista näpäyttämällä asianomaista linkkiä tällä sivulla.<br /><br />Tarkistettuaan tietosi sivun ylläpitäjä joko hyväksyy tai hylkää pyyntösi. Saat sähköpostiviestin kun pyyntösi on hyväksytty."
"welcome_text_cust_head";"<center><b>Tervetuloa tähän sukututkimuksen verkkopalveluun</b></center><br />Pääsy on sallittu käyttäjille, joilla on käyttäjätunnus ja salasana tähän verkkopalveluun.<br />"
"which_links";"Mitä muita linkkejä tästä perheestä haluat lisätä?"
"which_p_links";"Mitä muita linkkejä tästä henkilöstä haluat lisätä?"
"wife";"Vaimo"
"witness";"Todistaja"
"xreftorin";"Muunna XREF ID:t RIN-numeroksi"
"year";"Vuosi:"
"year1";"vuosi"
"year_anniversary";"#year_var#. vuosipäivä"
"year_error";"Valitan, päivämääriä ennen 1970 ei tueta"
"years";"vuotta"
"yes";"Kyllä"
"you_may";"Voit:"
"you_may_login";"Voit kirjautua Genmod verkkopaikkaan alla olevan linkin avulla."
"zoom_box";"Suurenna/pienennä"
"zoom_in";"Lähennä"
"zoom_out";"Loitonna"
"1";"1"
"2";"2"
"3";"3"
"4";"4"
"5";"5"
"6";"6"
"7";"7"
"8";"8"
"9";"9"
"10";"10"
"100";"100"
"1000";"1000"
