"stat_sources";"Källor, "
"help_clippings.php";"~Släkträdets urklippskorg~<br />Tillåter dig att göra #gm_lang[clip_cart]#  från detta släktträd och packa ihop dem till en nedladdningsbar GEDCOM-fil.<br /><ul><li>Hur gör man urklipp?<br />Detta är väldigt enkelt. Så fort du ser ett klickbart namn (person, familj eller källa) kan du gå till detaljsidan för det namnet. Härifrån kommer du se valet "Lägg till" i <b>#gm_lang[add_to_cart]#</b><br />Om du klickar på den länken kommer du till en sida där du erbjuds ett antal möjligheter för nedladdning.</li><br><li>Hur laddar man ner?<br />När du har saker i urklippskorgen, kan du ladda ner dem genom att klicka på <b>Ladda ner nu</b> länken.<br />Följ sedan instruktionerna och länkarna.</li></ul><br />"
"help_search.php";"~SÖKSIDAN~<br /><br />Även om denna sida ser väldigt enkel ut, så bakom de två formulären på sidan finns en väldigt kraftfull sökmotor.<br /><br />De flesta genealogiska sajter låter dig endast söka efter efternamn.<br />På denna sida kan nästan söka efter vad som helst.<br /><br />Sökboxen på vänster sida av skärmen är densamma som i huvudet.<br /><br />Om du letar efter personer med anknytning till ett visst år, skriv bara årtalet. Progammet kommer att hitta alla kopplingar åt dig.<br /><br />Letar du efter ett namn, eller ort?<br />Skriv bara in namnet eller orten, komplett eller bara delar av det och programmet gör resten.<br /><br />SOUNDEX-sökmetod.<br />Med sökboxen på höder sida, kan du söka efter namn eller platser även om du inte vet hur de hur de stavas.<br /><br />Du får mer hjälp om du söker om dessa två boxar genom att klicka på <b>?</b> ovanför boxarna.<br /><br />"
"help_individual.php";"~PERSONENS ANSEDEL~<br /><br />På denna sida visas alla detaljer om personen.<br /><br />Om det finns bilder tillgängliga, kommer du att se dem överst till vänster.<br />Intill bilden(om den finns) kommer du att se namnet på personen.<br />Under namnet kan du få se käller och anteckningar. Igen, om de finns.<br />En person kan ha ett smeknamn (Kanske är han känd under ett annat namn). Om detta är fallet kommer det att visas.<br /><br />Om du har tillräckliga rättigheter, Kommer du att se länkar under namnen, för att editera eller radera namnen eller personen.<br /><br />På denna sida kommer du att se ett antal flikar för "Personliga fakta och detaljer", "Anteckningar", "Källor", "Media" och "Nära släktingar"<br /><br />På dessa flikar kommer du att hitta alla den information som finns sparad i GEDCOM-filen.<br /><br />Den personliga detaljfliken kommer att visa fakta och detaljer om personen och fakta om eventuella vigslar. Om du klickar på ngon datum så kommer du att föras till kalendern för detta datum, så att du kan se andra händelser för denna dag. Klickar du på ett ortsnamn så förs du till ortsregistret så att du kan se andra personer med händelser från samma ort. För vigslar och andra familjerelaterade fakta är namnet på makan/maken tillgängliga så att du kan visa denna person och en länk till familjen är också tillgänglig.<br /><br />Anteckningsfliken visar dig generella anteckningar om personen.<br /><br />Källfliken visar dig alla generella källor kopplade till källan. Klicka på titeln för källan för att komma till en sida med mer detaljerad information om källan och alla personer som är kopplade till källan.<br /><br />"Mediafliken" listar alla bilder och andra mediaobjekt som är kopplade till personen. Klicka på miniatyren av bilden och då får en stor bild.<br /><br />"Nära släktingfliken" listar personens föräldrar och syskon, dessutom alla makar/makor och barn som personen haft. Personerna listas i rutor liknande de som du redan sätt.<br /><br />På höger sida på skärmen, ser du en box med länkar.<br />Länkarna i boxen har samma namn som menyerna i huvudet, har samma funktion, förutom att startpersonen är inte probandet i GEDCOM-filen, utan huvudpersonen för denna sida.<br /><br />En av länkarna som kan finnas, om påslagen, är "Visa GEDCOM-post" länk. Denna länk kommer att visa den råa GEDCOM-posten för personen.<br /><br />Om urklippskorgen är påslagen finns det också en länk för att lägga personen i korgen.<br /><br />"Förhållande till mig" länken visas endast om du är inloggad och är kopplad till ett nummer i GEDCOM-filen. Länken för dig till en antavla för att visa dig förhållandet mellan dig och personen du tittar på.<br /><br />>#gm_lang[context_help]#<br /><br />"
"help_editconfig.php";"~KONFIGURERA Genmod~<br /><br />På denna sida måste du ställa in de globala inställningarna för programmet, när du precis har installerat Genmod på din server, och kör den för första gången.<br />#gm_lang[review_readme]#<br /><br />Eftersom dessa inställningar är <b>globala</b>, är de för hela programmet och för alla GEDCOM-filer, som du använder i programmet.<br />För varje GEDCOM-fil kan du göra specifika inställningar genom att klicka på <b>#gm_lang[admin_gedcoms]#</b> länken på denna sida.<br /><br />Du kan också komma till  #gm_lang[gedcom_adm_head]# funktionen från huvudadministratörssidan, vars länk du hittar i menyn under #gm_lang[mgv]#-ikonen. På administratörssidan är den relevanta länken <br /><b>#gm_lang[manage_gedcoms]#.</b><br /><br />"
"help_edit_merge.php";"~#gm_lang[merge_records]#~<br /><br />Denna sida låter dig slå ihop två GEDCOM-poster i samma GEDCOM-fil.<br /><br />Detta är användbart för personer som har slagit ihop GEDCOM-filer och nu har många personer, familjer ocjh källor som är samma.<br /><br />Sidan betår av tre steg.<br /><ol><li>Du skriver in två GEDCOM-id. IDna <u>måste</u> vara av samma typ. Du kan inte slå ihop en person och en familj eller en familj och en källa t.ex.<br />I <b>#gm_lang[merge_to]#</b>-fältet skriver du in idt för posten du vill ska vara den nya posten efter ihopslagningen är färdig.<br />I <b>#gm_lang[merge_from]#</b>-fältet skriver du in id för posten vars information ska flyttas in i #gm_lang[merge_to]#-posten. Denna poste kommer att raderas efter ihopslagningen.</li><br /><li>Du bestämmer vilka fakta du vill behålla ifrån de två posterna när de slås ihop. Klicka bara i kryssruterna intill de du vill behålla.</li><br /><li>Du kontrollerar resultatet av ihopslagningen precis som alla ändringar gjorda online.</li></ol>Någon med Accepterarättighter måste godkänna ändringarna för att göra dem permanenta.</li></ul><br />"
"help_reportengine.php";"~RAPPORT~<br />GMs rapportmotor användar XML-mallfiler för att automatiskt generera PDF-rapporter. Första steget är att välja en rapport att köra. Rapporterna är tillgängliga i en lista skapad från rapport samlingen i "reports" mappen. När du valt en rapport att köra kommer du att bli ombedd att ange lite information specifik för rapporten som t.ex. vilken person eller familj att börja med och om bilder ska visas eller inte. När du är redo att köra rapporten, klicka på "#gm_lang[download_report]#"-knappen för att ladda ner rapporten till din hårdisk.<br /><br />Du kan skapa din egen rapport genom att göra en kopia av en av mallarna som följer med och modifera den. För att lägga till din egen rapport, lägg den bara i "reports"-mappen så komme GM att automatiskt se den och göra den tillgänglig i <b>#gm_lang[select_report]#</b> menyn.<br /><br />"
"help_ahnentafel.xml";"~#gm_lang[ahnentafel_report]#~<br />Detta är en rapport om den valda personen och hans anor utskrivna i häftform. Den startar med den valda personen och fortsätter sedan med hans föräldrar, farförädrar, osv.<br /><br />Observera att antavlerapporten är endast tillgänglig på engelska för tillfället.<br /><br />"
"help_birthlist.xml";"~#gm_lang[birth_report]#~<br />Med denna rapport kan du lista alla personer som var födda på en bestämd plats eller ort.<br /><br />"
"help_relativelist.xml";"~#gm_lang[relatives_report]#~<br />Denna rapport kommer att lista alla släktingar till den valda personen. Du kan välja vilka av personens släktingar som ska visas.<ul><li><b>#gm_lang[child-family]#</b> kommer att visa den valda personen, hans föräldrar och hans syskon.</li><li><b>#gm_lang[spouse-family]#</b> kommer att visa de personen med sin make/maka och deras barn.</li><li><b>#gm_lang[direct-ancestors]#</b> kommer att visa personen, hans föräldrar, far- och morföräldrar osv. så långt bak som det finns registrerade personer.</li><li><b>#gm_lang[ancestors]#</b> kommer att visa alla personer som #gm_lang[direct-ancestors]# visar, dessutom kommer alla mor- farbröder, mostrar och fastrar osv. så att alla syskon till alla anfäder i personens anträd visas. Den kommer inte visa barnen till syskonen (kusinen).</li><li><b>#gm_lang[descendants]#</b>kommer att lista alla personens ättlingar (barn, barnbarn, barnbarnsbarn, etc.).</li><li><b>#gm_lang[all]#</b> detta är en kombination för #gm_lang[descendants]# och #gm_lang[ancestors]# i en enda rapport.</li></ul><br /><br />"
"help_xml_reports";"~Rapportmotor~<br />Genmods rapportmotor använder XML-mallfiler för att automatiskt generera PDF-rapporter.<br /><br />Rapporterna som finns tillgängliga i <b>#gm_lang[select_report]#</b> listan är genererade från rapport-XMLfilerna som finns i "reports"-mappen. Du kan skapa egna rapporter genom att göra en kopia av någon av XML-mallarna som finns tillgängliga och modifiera den. För att lägga till din egen rapport, så lägger du den bara i "reports"-mappen och Genmod kommer automatiskt att hitta den och göra den tillgänglig i <b>#gm_lang[select_report]#</b>-menyn.<br /><br />"
"help_contents_gedcom_info";"GEDCOM-information"
"help_contents_gedcom_places";"Orter i GEDCOM-filen"
"help_repolist.php";"~#gm_lang[repo_list]#~<br /><br />En lista av arkiv visas på denna sida.<br /><br />Namnen på arkivet är sorterad i alfabetisk ordning.<br /><br /><b>ARKIV</b><br />Utan arkiv kan vi inte bygga databasen. Det finns en källa för all information sparad i databasen och den källa förvaras i arkivet. Arkivet kan vara ett personligt arkiv hos en person, en instutition, en publik databas, en statlig eller kyrklig arkiv, en internet källa, etc. För att få access till en källa vill vi veta var och på vilken platd den finns. All nödvändig information för att hitta en källa ska sparas i arkivposten.<br /><br />Ett arkiv kan länkas till många källor.<br /><br />"
"help_repo.php";"~#gm_lang[repo_info]#~<br /><br />Detaljerna för arkivet visas här. Tillsammans med källor är arkiven väldigt viktiga för släktforskare. Med korrekta källor och arkivinformation kan du följa spåret efter hur andra forskare hittat informationen. Bör du kunna hitta samma information igen.<br /><br />På denna sida kan du hitta information om arkivtitel, adress, epost och websida.<br /><br />Efter detaljerna om arkivet kommer en lista om alla källor som är kopplade till detta arkiv. Detta låter dig se all information som har hittats i ett specifikt arkiv.<br /><br />Om påslaget av sajtadministratören kommer du att ha en eller två nya menyikonerpå dessa sidor::<br /><b>#gm_lang[view_gedcom]#</b>, vilket visar informationen i GEDCOM-format.<br /><b>#gm_lang[add_to_cart]#</b>, vilket låter dig spara informationen i urklippskorgen #gm_lang[clip_cart]#. Från där kan du ladda ner informationen i GEDCOM-filformatet så att du kann importera det till ditt vanliga släktforskningprogram.<br /><br />#gm_lang[context_help]#<br /><br />"
"block_default_index";"~Standardområdena på #gm_lang[welcome]#-sidan~<br /><br />När du tar bort all poster från #gm_lang[main_section]# och #gm_lang[right_section]# listorna, eller när du klickar på <b>#gm_lang[reset_default_blocks]#</b>-knappen, kommer områdena att listas enligt följande:<br /><br /><center><table border="1"><tr><td class="list_value"><b>#gm_lang[main_section]#</b></td><td class="list_value"><b>#gm_lang[right_section]#</b></td></tr><td>#gm_lang[gedcom_stats_block]#<br />#gm_lang[gedcom_news_block]#<br />#gm_lang[gedcom_favorites_block]#<br />#gm_lang[review_changes_block]#</td><td>#gm_lang[gedcom_block]#<br />#gm_lang[random_media_block]#<br />#gm_lang[todays_events_block]#<br />#gm_lang[logged_in_users_block]#</td></tr></table></center><br />|"
"block_default_portal";"~Standard områden på #gm_lang[mygedview]#-sidan~<br /><br />När du tar bort alla poster från #gm_lang[main_section]# och #gm_lang[right_section]# listorna, eller när du klickar på <b>#gm_lang[reset_default_blocks]#</b>-knappen, kommer områdeslistan att sättas som följer:<br /><br /><center><table border="1"><tr><td class="list_value"><b>#gm_lang[main_section]#</b></td><td class="list_value"><b>#gm_lang[right_section]#</b></td></tr><td>#gm_lang[todays_events_block]#<br />#gm_lang[user_messages_block]#<br />#gm_lang[user_favorites_block]#<br />&nbsp;</td><td>#gm_lang[welcome_block]#<br />#gm_lang[random_media_block]#<br />#gm_lang[upcoming_events_block]#<br />#gm_lang[logged_in_users_block]#</td></tr></table></center><br />"
"help_faq.php";"~Vanliga frågor (FAQ)~<br />FAQ-sidan (vanliga frågor) kan innehålla en översikt eller en lista på frågor och svar om användningen av denna släktforskningssida.<br /><br />Användningsområdet för FAQ-sidan är helt upp till administratören. Sajtadministratören kontrollerar innehållet för varje artikel och ordningen vilken de visas.<br />"
"LANG_SELECTION";"Stödda språk"
"MEDIA_ID_PREFIX";"Media-ID prefix"
"FAM_ID_PREFIX";"Familje-ID prefix"
"QUICK_REQUIRED_FAMFACTS";"Fakta för familjer som alltid ska visas på snabbformuläret"
"QUICK_ADD_FAMFACTS";"Fakta om familjer att visa på snabbformuläret"
"QUICK_REQUIRED_FACTS";"Fakta som alltid visas på snabbformuläret"
"QUICK_ADD_FACTS";"Fakta att visa på snabbformuläret"
"AUTO_GENERATE_THUMBS";"Automatisk generering av miniatyrbilder"
"more_config_hjaelp";"<br /><b>Mer hjälp</b><br />Mer hjälp är tillgänglig genom att klicka på <b>?</b> intill artiklarna på sidorna.<br />"
"THUMBNAIL_WIDTH";"Bredden på de genererade miniatyrbilderna"
"SHOW_SOURCES";"Visa källor"
"REQUIRE_ADMIN_AUTH_REGISTRATION";"Kräver att en administratör godkänner nya användarregistreringar "
"SPLIT_PLACES";"Dela upp ortnamn i redigeringsmod"
"ALLOW_REMEMBER_ME";"Visa <b>Kom ihåg mej</b> val på inloggningssidan"
"UNDERLINE_NAME_QUOTES";"Understryk namn omgivna av citattecken"
"PRIVACY_BY_RESN";"Använd GEDCOM (RESN) integritetsrestriktioner"
"SHOW_LDS_AT_GLANCE";"Visa LDS förordningskoder i diagramboxarna"
"GEDCOM_DEFAULT_TAB";"Standardflik att visa på ansedelsidan"
"SHOW_MARRIED_NAMES";"Visa vigselnamn i personlistan"
"SHOW_QUICK_RESN";"Visa integritetsfälten i #gm_lang[quick_update_title]#-formen"
"USE_QUICK_UPDATE";"Använd #gm_lang[quick_update_title]#-formuläret"
"SEARCHLOG_CREATE";"Arkivera sökningsloggfiler"
"CHANGELOG_CREATE";"Arkivera ändringslogfiler"
"CHART_BOX_TAGS";"Andra fakta att visa i diagrammen"
"configure";"Konfigurera Genmod"
"standard_conf";"Standardkonfigurationsval"
"advanced_conf";"Avanceradekonfigurationsval"
"gedcom_conf";"Grundläggande GEDCOM"
"media_conf";"Multimedia"
"accpriv_conf";"Access och integritet"
"displ_conf";"Visning och layout"
"displ_names_conf";"Namn"
"displ_comsurn_conf";"Vanliga efternamn"
"displ_layout_conf";"Layout"
"displ_hide_conf";"Visa och dölj"
"editopt_conf";"Redigereringsinställningar"
"useropt_conf";"Användarinställningar"
"contact_conf";"Kontakt information"
"meta_conf";"Websajt och META-tag inställningar"
"configure_head";"Genmod-konfiguration"
"gedconf_head";"GEDCOM-konfiguration"
"default_user";"Skapa standardadministratör."
"about_user";"Du måste först skapa en administratörsanvändare.  Denna användare kommer att ha rättigheter att uppdatera konfigurationsfilerna, inspektera privata data och skapa nya användare."
"can_admin";"Användare får administrera"
"can_edit";"Accessnivå"
"access";"Access"
"sync_gedcom";"Synkronisera användarinställningar med GEDCOM-data"
"user_relationship_priv";"Begränsa tillgång till besläktade personer"
"user_path_length";"Max avstånd på släktförhållandeintegritet"
"add_user";"Lägg till ny användare"
"current_users";"Nuvarande användarlista"
"leave_blank";"Lämna lösenordfältet tomt om du vill behålla det aktuella lösenordet."
"other_theme";"Egen sökväg, skriv in här"
"performing_update";"Uppdatering pågår."
"config_file_read";"Läst konfigurationsfil."
"does_not_exist";"finns ej"
"media_drive_letter";"Mediasökvägen bör inte innehålla en hårddiskbokstav, media kommer kanske inte att visas."
"gm_config_write_error";"Fel!!! Kan inte skriva till Genmod-konfigurationsfil. Kontrollera fil och mapp-rättigheter och försök igen."
"db_setup_bad";"Din nuvarande databaskonfiguration är felaktig.  Kontrollera databasanslutningens inställningar och försök igen."
"bad_host_user_pass";"Genmod kunde inte koppla sig till din databasvärd. Kontrollera att ditt värd, användarnamn och lösenord är korrekt. "
"bad_database_name";"Genmod kunde koppla sig till din databasvärd, men kunde inte använda databasnamnet du angav. Kontrollera att databasen existerar och att användarnamnet du angav har tillräckliga rättigheter för databasen."
"click_here_to_continue";"Klicka här för att fortsätta."
"mysql";"MySQL"
"db";"Databas"
"admin_gedcoms";"Klicka här för administrera GEDCOM-filer."
"current_gedcoms";"Aktuell GEDCOM"
"gedcom_adm_head";"GEDCOM-administration"
"ged_download";"Ladda ner"
"ged_gedcom";"GEDCOM-fil"
"ged_title";"GEDCOM-titel"
"ged_config";"Konfigurationsfil"
"ged_search";"Sökningsloggfiler"
"ged_change";"Ändringslog-filer"
"ged_privacy";"Integritetsfil"
"show_phpinfo";"Visa PHPInfo-sida"
"confirm_gedcom_delete";"Är du säker på att du vill radera denna GEDCOM-fil"
"gregorian";"Gregoriansk"
"julian";"Juliansk"
"config_french";"Fransk"
"jewish";"Judisk"
"config_hebrew";"Hebreisk"
"jewish_and_gregorian";"Judisk och Gregoriansk"
"hebrew_and_gregorian";"Hebreisk och Gregoriansk"
"hijri";"Hijri"
"arabic_cal";"Arabisk"
"disabled";"Inaktiverad"
"mouseover";"Vid musfokus"
"mousedown";"Vid nedtryckt musknapp"
"click";"Vid musklick"
"mailto";"Meddelandelänk"
"messaging";"Genmods interna meddelandehantering"
"messaging2";"Interna meddelande med e-post"
"messaging3";"Genmod skickar e-post utan att lagra dem"
"no_messaging";"Ingen kontaktmetod"
"no_logs";"Stäng av loggning"
"daily";"Daglig"
"weekly";"Veckovis"
"monthly";"Månatlig"
"yearly";"Årlig"
"enter_db_pass";"För att öka säkerheten måste du ange #gm_lang[DBUSER]# och #gm_lang[DBPASS]# före du kan ändra konfigurationsvärdena."
"config_still_writable";"Din fil <i>config.php</i> är fortfarande skrivbar. För att öka säkerheten bör du sätta tillbaka rättighterna till endast läsbar när du är klar med konfigurationen av sajten."
"admin_verification_waiting";"Användarkonto(n) som väntar på verifiering av administratören"
"admin_user_warnings";"En eller flera användarkonto innehåller varningar"
"DEFAULT_GEDCOM";"Standard GEDCOM"
"privileges";"Privilegier"
"date_registered";"Datum för registrering"
"last_login";"Senase inloggad"
"server_url_note";"Detta ska vara URL till din Genmod-folder. Du bör endast ändra denna inställning om du vet vad du gör. Genmod har räknat ut att värdet bör vara <b>#GUESS_URL#</b>"
"DBHOST";"Databasvärd"
"DBUSER";"Databasens användarnamn"
"DBPASS";"Databasens lösenord"
"DBNAME";"Databasnamn"
"TBLPREFIX";"Databasens tabellprefix"
"ALLOW_CHANGE_GEDCOM";"Tillåt besökare att ändra GEDCOM"
"upload_path";"Sökväg för uppladdningen"
"gedcom_path";"GEDCOM-filens sökväg och namn"
"CHARACTER_SET";"Teckentabell"
"LANGUAGE";"Språk"
"ENABLE_MULTI_LANGUAGE";"Tillåt användare att byta språk"
"LANGUAGE_DEFAULT";"Du har inte konfigurerat de språk som sajten ska stödja.<br />Genmod kommer att använda sina standardmetoder."
"CALENDAR_FORMAT";"Kalenderformat"
"DISPLAY_JEWISH_THOUSANDS";"Visa hebreiska tusental."
"DISPLAY_JEWISH_GERESHAYIM";"Visa hebreisk Gershayim"
"JEWISH_ASHKENAZ_PRONUNCIATION";"Judisk Ashkenaz uttal"
"USE_RTL_FUNCTIONS";"Använd RTL Data processning"
"DEFAULT_PEDIGREE_GENERATIONS";"Antal generationer i antavlan"
"MAX_PEDIGREE_GENERATIONS";"Max antal generationer i antavla"
"MAX_DESCENDANCY_GENERATIONS";"Max antal generationer i stamtavla"
"USE_RIN";"Använd RIN# istället för GEDCOM-ID"
"PEDIGREE_ROOT_ID";"Standardperson som startpunkt i släktträden"
"GEDCOM_ID_PREFIX";"GEDCOM-ID Prefix"
"SOURCE_ID_PREFIX";"Käll-ID prefix"
"REPO_ID_PREFIX";"Arkiv-ID prefix"
"PEDIGREE_FULL_DETAILS";"Visa detaljer om födelse och död i släktträden"
"PEDIGREE_LAYOUT";"Standard anträdslayout"
"SHOW_EMPTY_BOXES";"Visa tomma rutor i antavla."
"ZOOM_BOXES";"Zoomrutor i diagram"
"LINK_ICONS";"PopUp-länkar på diagram"
"ABBREVIATE_CHART_LABELS";"Förkorta diagrambeteckningar"
"SHOW_PARENTS_AGE";"Visa ålder för föräldrar intill barnets födelsedatum"
"SHOW_RELATIVES_EVENTS";"Visa födelse och död för släktingar på personsidan"
"HIDE_LIVE_PEOPLE";"Sätt igång integritetsinställnignar"
"REQUIRE_AUTHENTICATION";"Kräver besökarens autenticiering"
"WELCOME_TEXT_AUTH_MODE";"Välkomsttext för inloggningssidan i Autenticieringsmod"
"WELCOME_TEXT_AUTH_MODE_OPT1";"Fördefinierad text som anger att alla användare kan ansöka om ett användarkonto."
"WELCOME_TEXT_AUTH_MODE_OPT2";"Fördefinierad text som anger att administratören bestämmer om man får ett användarkonto."
"WELCOME_TEXT_AUTH_MODE_OPT3";"Fördefinierad text som anger att endast familjemedlemmar kan ansöka om ett användarkonto."
"WELCOME_TEXT_AUTH_MODE_OPT4";"Välj användardefinierad välkomsttext inskriven nedan"
"WELCOME_TEXT_AUTH_MODE_CUST";"Egendefinierad välkomsttext för autenticieringsmod"
"WELCOME_TEXT_AUTH_MODE_CUST_HEAD";"Standardrubrik för skräddarsydd välkomsttext"
"CHECK_CHILD_DATES";"Kontrollera datum hos barn"
"MAX_ALIVE_AGE";"Åldersgräns då person antas vara död"
"SHOW_GEDCOM_RECORD";"Tillåt användare att se rådata i GEDCOM-poster"
"ALLOW_EDIT_GEDCOM";"Tillåt online-redigering"
"EDIT_AUTOCLOSE";"Automatstängning av redigeringsfönster"
"INDEX_DIRECTORY";"Katalog för indexfiler"
"POSTAL_CODE";"Position för postnummer"
"ALPHA_INDEX_LISTS";"Dela upp långa listor baserat på första bokstaven i namnet"
"SHOW_ID_NUMBERS";"Visa ID-nummer bredvid namnet"
"SHOW_FAM_ID_NUMBERS";"Visa idnumber intill familjenamn"
"SHOW_PEDIGREE_PLACES";"Orter detaljnivå"
"MEDIA_EXTERNAL";"Behålla länkar"
"MEDIA_DIRECTORY";"MultiMediakatalog"
"MEDIA_DIRECTORY_LEVELS";"Antal katalognivåer för MultiMedia som används"
"SHOW_HIGHLIGHT_IMAGES";"Visa bild i personrutor"
"USE_THUMBS_MAIN";"Använd minibilder för huvudbilden på ansedeln"
"ENABLE_CLIPPINGS_CART";"Tillåt urklippskorgen"
"HIDE_GEDCOM_ERRORS";"Göm GEDCOM-fel"
"WORD_WRAPPED_NOTES";"Lägg till tomrum där anteckningar blir wrappade"
"DAYS_TO_SHOW_LIMIT";"Kommande händelseområdets gräns för antal dagar"
"COMMON_NAMES_THRESHOLD";"Minsta antal efternamn innan namnet kommer med i Vanliga efternamnslistan"
"COMMON_NAMES_ADD";"Namn att lägga till Vanliga efternamnslistan (kommaseparerad)"
"COMMON_NAMES_REMOVE";"Namn att ta bort från vanliga efternamnslistan (kommaseparerad)"
"HOME_SITE_URL";"Huvudsidans URL"
"HOME_SITE_TEXT";"Huvudsidans text"
"CONTACT_EMAIL";"Släktforskningskontakt"
"CONTACT_METHOD";"Kontaktmetod"
"WEBMASTER_EMAIL";"Support kontakt"
"SUPPORT_METHOD";"Supportmetod"
"FAVICON";"Favoritikon"
"THEME_DIR";"Temakatalog"
"GM_SESSION_SAVE_PATH";"Sparsökväg för session"
"SERVER_URL";"Genmod URL"
"LOGIN_URL";"InloggningsURL"
"GM_SESSION_TIME";"Sessions timeout"
"SHOW_STATS";"Visa processstatistik"
"SHOW_COUNTER";"Visa träffräknare"
"USE_REGISTRATION_MODULE";"Tillåt användare att begära kontoregistrering"
"ALLOW_USER_THEMES";"Tillåt användaren att välja sitt eget tema."
"GM_SIMPLE_MAIL";"Använd enkelt mailhuvud i externa e-post"
"gedcom_title";"#gm_lang[ged_title]#"
"LOGFILE_CREATE";"Arkivera loggfiler"
"GM_MEMORY_LIMIT";"Minnesgräns"
"GM_STORE_MESSAGES";"Tillåt att meddelande sparas online"
"ALLOW_THEME_DROPDOWN";"Visa temaväljare för att ändra tema"
"META_AUTHOR";"Författare META tag"
"META_AUTHOR_descr";"Lämna detta fält tomt för att använda #gm_lang[CONTACT_EMAIL]# fulla namn för detta värde."
"META_PUBLISHER";"Utgivare META tag"
"META_PUBLISHER_descr";"Lämna detta fält tomt för att använda #gm_lang[CONTACT_EMAIL]# fulla namn för detta värde."
"META_COPYRIGHT";"Copyright META tag"
"META_COPYRIGHT_descr";"Lämna detta fält tomt för att använda #gm_lang[CONTACT_EMAIL]# fulla namn för detta värde."
"META_DESCRIPTION";"Beskrivning META tag"
"META_DESCRIPTION_descr";"Lämna detta fält tomt för att använda den för närvarande aktiva databasens title för detta värde."
"META_PAGE_TOPIC";"Sidämne META tag"
"META_PAGE_TOPIC_descr";"Lämna detta fält tomt för att använda den för närvarande aktiva databasens titel för detta värde."
"META_AUDIENCE";"Publik META tag"
"META_PAGE_TYPE";"Sidtyp META tag"
"META_ROBOTS";"Robot META tag"
"META_REVISIT";"Hur ofta ska robotscript återbesöka META tagen"
"META_KEYWORDS";"Nyckelord META tag"
"META_SURNAME_KEYWORDS";"Lägg till de vanligaste efternamnen till nyckelorden i META-fältet"
"META_TITLE";"Lägg till till TITLE-rubriktaggen"
"RSS_FORMAT";"RSS-format"
"welcome_new";"Välkommen till din nya Genmod-websida.<br /><br />Eftersom du kan se denna sida har du framgångsrikt installerat Genmod på din webserver. Du är nu redo att börja konfigurera Genmod, så som du vill ha det.<br /><br />"
"welcome_new2";"<br /><br />Eftersom du ser denna sida så har du lyckats installera Genmod på din server och är redo att börja konfigurera det efter dina önskemål.<br /><br />"
"review_readme";"Du bör först läsa igenom filen <a href="readme.txt" target="_blank">readme.txt</a> innan du fortsätter med att konfigurera Genmod.<br /><br />"
"return_editconfig";"Du kan återvända till denna konfiguration när du vill genom att skriva in sidadressen <i>editconfig.php</i> i nätbläddraren, eller genom att klicka på länken <b>Konfiguration</b> på <b>#gm_lang[gedcom_adm_head]#</b>-sidan.<br />"
"return_editconfig_gedcom";"Du kan återvända till denna konfiguration när du vill genom att klicka på länken: <b>Redigera</b> i <b>#gm_lang[current_gedcoms]#</b>-tabellen, i <b>#gm_lang[gedcom_adm_head]#</b> eller genom att skriva in sidan för filen <i>editconfig_gedcom.php</i>.<br />"
"save_config";"Spara konfigurationen"
"download_here";"Klicka här för att ladda ner filen."
"download_gedconf";"Ladda ner GEDCOM-inställningarna."
"not_writable";"Din inställningsfil är inte skrivbar. Du kan använda <b>#gm_lang[download_file]#</b>-knappen för att spara dina inställningar så att du kan ladda upp dom manuellt."
"download_file";"Ladda ner fil"
"upload_to_index";"Ladda upp filen till indexkatalogen: "
"import_sql";"SQLfiler hittades i din indexmapp. De kan komma ifrån användarmigreringsverktyget, du har möjlighet att importera informationen till databasen. All existerande användarinformation(användare, nyheter, favoriter, Områdeslayout och meddelande) i din databas kommer att förloras.<br /><br />Om du väljer att fortsätta, kommer Genmod att försöka att importera datan. Om detta inte lyckas kommer du att bli tillfrågad att skapa det första administratörskontot iallafall.<br /><br />"
"edit_privacy";"Ändra integritetsinställningar"
"edit_privacy_title";"Editera GEDCOM-integritetsinställningar"
"PRIV_PUBLIC";"Visa för allmänheten"
"PRIV_USER";"Visa endast för registrerade användare"
"PRIV_NONE";"Visa endast för administratörer"
"PRIV_HIDE";"Dölj till och med för administratörer"
"save_changed_settings";"Spara ändringar"
"add_new_pp_setting";"Lägg till ny inställningar för personintegritet"
"add_new_up_setting";"Lägg till ny inställning för användarintegritet"
"add_new_gf_setting";"Lägg till ny inställning för globalfaktaintegritet"
"add_new_pf_setting";"Lägg till ny inställning för personfaktaintegritet"
"add_new_pf_setting_indi";"Lägg till ny inställning för personfaktaintegritet för personer"
"add_new_pf_setting_source";"Lägg till ny inställning för personfaktaintegritet för källor"
"privacy_indi_id";"Person - ID"
"privacy_source_id";"Källa - ID"
"privacy_indi_source";"Person / Källa"
"privacy_indi";"Person"
"privacy_source";"Källa"
"file_read_error";"FEL!!! kunde inte läsa integritetsfilen!"
"edit_exist_person_privacy_settings";"Ändra existerande inställningar för personintegritet"
"edit_exist_user_privacy_settings";"Ändra existerande användarintegritetsinställningar"
"edit_exist_global_facts_settings";"Ändra existerande globala faktaintegritetsinställningar"
"edit_exist_person_facts_settings";"Ändra existerande inställningar för personfaktaintegritet"
"general_privacy";"Allmäna integritetsinställningar"
"person_privacy";"Personintegritetsinställningar"
"user_privacy";"Användarintegritetsinställningar"
"global_facts";"Globala faktaintegritetsinställningar"
