"ABBREVIATE_CHART_LABELS_help";"~#gm_lang[ABBREVIATE_CHART_LABELS]#~<br /><br /"
"more_help";"<br />Ha szeretné, hogy a környezetérzékeny segítség elérhető legyen, győződjön meg arról, hogy a <b>#gm_lang[show_context_help]#</b> (a Segítség menüben) be van kapcsolva, és kattintson az érintett elem mögötti <b>?</b>-re.<br />"
"mygedview_customize_help";"~A #gm_lang[mygedview]# TESTRESZABÁSA~<br />Mikor Ön első alkalommal belép ide, akkor már találhat néhány blokkot az oldalon.<br />Ha szeretné, természetesen van lehetőség a portál módosítására.<br />A hivatkozásra kattintva egy űrlap jelenik meg a felugró ablakban, melyben Ön blokkokat adhat hozzá, törölhet, vagy megváltoztathatja a  sorrendüket. További magyarázat az űrlapon érhető el.<br/><br/>"
"mygedview_favorites_help";"~KEDVENCEIM BLOKK ~<br />A Kedvenceim a könyvjezőhöz hasonlóan működik:<br />Tételezzük fel, hogy van egy személy a családfán, akinek az adataira Ön rendszeresen kíváncsi.<br />Csupán annyit kell tennie, hogy elmegy az adott személyi lapra és kiválasztja a "Hozzáadás a Kedvencekhez" opciót a Keddvencek lenyíló-listájából. Ezzel Ön a személyt kijelölte és hozzáadta a Kedvencekhez. <br />Bárhol is járjon az oldalon, elegendő, ha rákattint az illető személy nevére a Fejlécben található "Kedvenceim" lenyíló-listában, és ez átirányítja Önt az érintett személyi lapjára.<br /><br />Helykímélés miatt a szövegdobozok minimális információt hordoznak, a cellák jobb oldalán található nagyító segítsgével juthat több adathoz.<br />A személy nevére kattintva Ön eljuthat az illető személyi lapjához. <br />Szintén a jobb oldalon találhatja a menüt, melyen bővebb infomációt vagy grafikonokat tartalmazó oldalakra vezető hivatkozásokat találhat.<br />"
"mygedview_login_help";"Ha Ön el szeretné érni a MyGedView Portált, regisztráltatnia kell magát a rendszerben.<br /><br />A MyGedView Portál segítségével nyilvántarthatja "kedvenceit", hírlapot vezethet, kezelheti az üzeneteit, láthatja a bejelentkezett felhasználókat és tetszése szerint átalakíthatja a Genmod-t.<br /><br />Kérjük, a belépéshez adja meg a felhasználónevét és jelszavát."
"mygedview_message_help";"~ÜZENETEK BLOKK~<br />Ebben a blokkban az Önnek íródott üzeneteket találhatja meg.<br />Természetesen Ön is küldhet üzenetet mind a felhasználóknak, mind az adminisztrátornak.<br />A Genmod levelező rendszere úgy lett kialakítva, hogy védje az Ön bizalmas jellegű adatait. Önnek nem kell itt meghagynia e-mai címét, és mások sem láthatják azt.<br />"
"mygedview_myjournal_help";"~AZ ÉN HÍRLAPOM BLOKK ~<br />Ön ebbe a blokkba írhat saját használatra jegyzeteket (vagy emlékeztetőket).<br />Természetesen ha Ön beír ide egy jegyzetet, azt a következő látogatáskor is itt fogja találni.<br /><br />Ezek a feljegyzések nem férhetők hoozzá a többi felhasználó számára.<br />"
"mygedview_portal_help";"~#gm_lang[mygedview]#~<br />Ez az Ön Személyes #gm_lang[mgv]# oldala.<br />Itt olyan hivatkozásokat talál - mint a <b>Személyes adataim,</b> az <b>Én és a családom</b> oldal (ez az Ön személyi lapja) és a <b>Családfám</b> -, melyek megkönnyítik az Ön személyes adataihoz való hozzáférést.  .<br />Ezeken kívül többek között olyan blokkokat is használhat itt, mint az<b>Üzeneteim</b>, és a <b>Hírlap</b> (egyfajta jegyzetfüzet).<br /><br />Az oldal felépítése hasonló a Nyitóoldaléhoz, de míg annak a tartalmát az oldal adminisztrátora állítja össze, addig ennek a szerkesztését Ön végezheti el.<br /><br />Az oldal felhasználó üdvözlő blokkjában találhatja azt a hivatkozást, mely az oldal testreszabásában segíti Önt.<br />A következő blokkok állnak az Ön rendelkezésére: <br /><br />"
"mygedview_welcome_help";"<dl>~FELHASZNÁLÓ ÜDVÖZLŐ BLOKK ~<dt>A Felhasználó Üdvözlő Blokk a következőket tünteti fel:</dt><dd>- Az aktuális GEDCOM-állomány</dd><dd>- A dátum és az idő</dd><dd>- Hivatkozások a következőkhöz::</dd><dd> - - #gm_lang[myuserdata]#</dd><dd>- - #gm_lang[my_pedigree]# (lásd még a megjegyzést)</dd><dd>- - #gm_lang[my_indi]# (lásd még a megjegyzést)</dd><dd>- - #gm_lang[customize_page]#</dd></dl><b>Megjegyzés:</b><br />Az "Én és a családom" valamint a "Családfám" hivatkozásokat csak akkor láthatja, ha Ön is szerepel az aktuális GEDCOM-állományban.<br />Tehát ez alapján lehetséges, hogy Ön szerepel az egyik GEDCOM-állományban és így megjelenik a fenti két hivatkozás, míg egy másik állomány esetében, melyben Ön nem szerepel, nem jelennek meg.<br />"
"name_list_help";"~NEVEK LISTÁJA~<br /><br />Ez a táblázat egyaránt tartalmazhatja a keresztnevek vagy a teljes nevek listáját.<br />Mindkét esetben a megjelenített keresztnevek azzal a betűvel kezdődnek, melyet Ön kiválasztott az ábécé-indexből, kivéve, ha Ön a "Mind" hivatkozásra kattintott.<br /><br />Az, hogy a keresztnevek vagy a teljes nevek listáját látja, a táblázat alatt látható hivatkozás állapotától függ."
"name_reverse_help";"~#gm_lang[name_reverse]#~<br /><br />Bizonyos nyelveken a vezetéknevet kell először megjeleníteni - szemben az alapértelmezett beállítással. Ön ezen opción keresztül engedélyezheti ezt az írásmódot.<br/>"
"new_language_help";"~#gm_lang[new_language]#~<br /><br />Ebből a listából azt a nyelvet jelölheti meg, melyet forrásként szeretne használni egy másik nyelvvel való összevetésben.<br /><br />Minden változást és bővülést elsőre az <b>angol</b> nyelvi állományokhoz képest tüntetünk fel.<br/>"
"new_password_help";"~ÚJ JELSZÓ KÉRÉSE~<br />Amennyiben Ön elfelejtette a jelszavát, kattintson erre a hivatkozásra egy új jelszóért.<br />Ennek hatására átkerül az "Elvesztettem a jelszavamat" oldalra."
"new_user_help";"~REGISZTRÁCIÓ KÉRÉSE~<br /><br />Ha Ön olyan látogatója a honlapnak, aki szeretné regisztráltatni magát, kattintson ide.<br />Ennek hatására átkerül "Regisztráció kérése" oldalra.<br/><br/>"
"next_path_help";"~ALTERNATÍV ÚTVONAL~<br /><br />Erre a gombra kattintva megtudhatja, van-e még egy másik, "alternatív" rokoni kapcsolat a két személy között.<br />Az előző útvonalat újra megtekintheti, ha a sorszámával ellátot hivatkozásra kattint.<br/><br/>"
"old_language_help";"~#gm_lang[old_language]#~<br /><br />Ebből a listából azt a nyelvet jelölheti meg, melyet a <b>Forrás-nyelvhez</b> szeretne hasonlítani.<br /><br />Miután kiválasztotta, kattintson az  <b>Összevet</b> gombra, mely után kapni fog egy kimutatást a bővülésekről és hiányokról.<br /><br />A teljesség kedvéért:<br /><b>Bővülésen</b> értjük azt az üzenetet, mely <b>szerepel</b> a Forrás-nyelvben, de <b>nem szerepel</b> a Másodlagos nyelvben.<br /><br /><b>Hiányon</b> értjük azt az üzenete, mely <b>nem szerepel</b> (többé) a Forrás-nyelvben, de (még mindig) <b>benne van</b> a Másodlagos nyelvben.<br/>"
"original_lang_name_help";"~Eredeti neve a nyelvnek~<br/><br/>Mi a nyelv neve az adott nyelven?<br /><br />Az angol nyelv neve angolul: English<br />A német nyelv neve németül: Deutsch<br />A holland nyelv neve hollandul: Nederlands stb.<br/>"
"page_help";"Segítség"
"password_help";"~JELSZÓ~<br /><br />Ebben a beviteli mezőbe gépelje be jelszavát.<br />Ügyeljen arra, hogy a mező érzékeny a kis- és nagybetűkre.<br/><br/>"
"person_facts_help";"~#gm_lang[person_facts]#~<br /><br />A 'személy- és kifejezés-alapú diszkrécióval' meghatározhatók azok a kifejezések, melyeket bizonyos személlyel kapcsolatban Ön el kíván rejteni, valamint az elrejtettség foka is.<br /><br />Az első elem az érintett személy azonosítója, a második a genealógiai szakkifejezés.<br />A ["választás"] elemmel választhat maga a kifejezés illetve a kifejezés részletezése között. A ["hozzáférhet"] elemmel határozhatja meg azok körét, akik láthatják az adott kifejezést.<br /><br />A $person_facts tömb a $global_facts tömbhöz hasonlóan működik, azzal a különbséggel, hogy Ön kijelölheti azt a személyt, akire vonatkozóan akar kifejezéseket elrejteni.<br /><br />Ez a mező beállítja a $person_facts változókat a <i><u>xxx</u>.GED_priv.php</i> állományában.<br/>"
"person_privacy_help";"~#gm_lang[person_privacy]#~<br /><br />A 'személy-alapú diszkréció' lehetővé teszi adminisztrátornak, hogy bizonyos személyek esetében felülírja a diszkrét adatkezelés általános szabályait. Például egy élő személy csecsemőkorban elhunyt gyermekét elvben minden látogató láthatja, ugyanakkor a szülők adatait továbbra is diszkréten kell kezelni (anélkül, hogy a gyermek adatait eltávolítanánk). Ha a gyermek azonosítója I100 volt, Önnek a következő adatkezelési szabályt kell beállítania: <br /><br />Azonosító: I100<br />Hozzáférhet: 'Csak regisztrált felhasználók'<br /><br />Természetesen ez működik megfordítva is: ha Ön publikussá akarja tenni valakinek az adatait (azonosító: I101), akiról tudja, hogy elhunyt, de nem tudja az elhalálozási adatait, akkor a következőket kell megadnia: <br /><br />Azonosító: I100<br />Hozzáférhet: 'Bármelyik látogató'<br /><br />Ez a mező beállítja a $person_privacy változót a <i><u>xxx</u>.GED_priv.php</i> állományában.<br/>"
"ppp_default_form_help";"~A HELYSZÍNEK RANGSOROLÁSA~<br /><br /><b>ALAPÉRTELMEZETT RANGSOR</b><br />A helyszíneket az alapértelmezett sorrendben mutatjuk meg Önnek.<br />Ez azt jelenti, hogy a GEDCOM-állományban semmiféle speciális rangsor nem található, vagyis az oldalon előzetesen beállított sorrendet alkalmazzuk.<br /><br />Ha ettől eltérő hierarchiát találunk a GEDCOM-állományban, akkor azt a sor végén látható (...)-ben mutatjuk meg Önnek.<br/><br/>"
"ppp_levels_help";"~HELYSZÍN-SZINTEK~<br /><br />Ez a lista megmutatja az aktuálisan megjelenített helyszín-szinteket. <br />A helyszíneket bemutató táblázat tulajdonképpen a bal szélen látható helyszín-szint almenüjének felel meg.<br /><br />Például:<br />Az (alapértelmezett) sorrend a következő: #gm_lang[default_form]#<br />Az aktuális szint a "Felső szint", így a táblázat a GEDCOM-állományban található országokat tartalmazza.<br />Ha az aktuális szint az "USA, Felső szint" , akkor a táblázat az USA államait mutatja meg.<br /><br />Ön természetesen kattinthat az egyes szintekre, hogy egy vagy több szinttel visszalépjen.<br/><br/>"
"ppp_match_one_help";"~A HELYSZÍNEK RANGSOROLÁSA~<br /><br />RANGSOR A GEDCOM-BÓL<br />A helszíneket a GEDCOM-állományban található hierarchia szerint mutatjuk be. <br />Ez a beállítás fölülírja az alapértelmezett rangsort, melyet akkor használunk, ha a GEDCOM-állományban nem szerepel speciális hierarchia.<br/><br/>"
"ppp_name_list_help";"~NÉVLISTA~<br /><br />Ez a táblázat megmutatja az adott helyszínhez bármilyen módon kötődő személyeket és/vagy családokat.<br /><br />A listában található nevek természetesen kattinthatók.<br />Rájuk kattintva elvezetik Önt az adott személy vagy család információs lapjára.<br /><br />Ön természetesen megváltoztathatja ezt a listát, ha a feltüntetett helyszínek valamelyikére kattint.<br/><br/>"
"ppp_numfound_help";"~KAPCSOLAT A HELYSZÍNEK KÖZÖTT~<br /><br />A program által talált egyezések száma. <br />Ha Ön továbbra is lát egy táblázatot helyszínekkel, akkor még nem érte el a legalsó szintet.<br />Ott választhat nevet a felkínált <b>Névlistából</b> vagy módosíthatja keresését, ha egy másik helyszínt választ a névlista fölött található <b>Helyszínlistából</b>.<br/><br/>"
"ppp_placelist_help";"~#gm_lang[place_list]#~<br /><br />Ebben a táblázatban a megtalált helyszíneket tüntetjük fel.<br />A listában található nevek természetesen kattinthatók.<br />Rájuk kattintva úgy működnek, mint egy szűrő: egy szinttel mélyebbre viszik Önt.<br />Csupán a legfelső szinten nem jelenik meg névlista, mindegyik alsóbb szinten láthatja az oda tartozó személyeket és családokat.<br/><br/>"
"preview_help";"~Nyomtatás~<br />A Nyomtatható változat hivatkozásra kattintva minden olyan elem eltüntethető a képernyőről, melyek kinyomtatva nem mutatnak jól (menüpontok, "beviteli mezők", "fölösleges" hivatkozások, kérdőjelek a környezetérzékeny segítséghez stb).<br /><br />Az így létrejövő oldalon a lap alján megtalálhatja a Nyomtatás hivatkozást, melyre rákattintva elérheti nyomtatója párbeszédpaneljét. Nyomtatás után kattintson a Vissza hivatkozásra, és visszakerül a kiinduló oldalra.<br /><br />Megjegyzés: Bár a "Nyomtatható változatból" sok hivatkozás eltávolításra kerül, a megmaradók továbbra is kattinthatók.<br />"
"privacy_error_help";"~BIZALMAS ADATOK~</b><br /><br />Ön számos eltérő okból olvashatja ezt az üzenetet:<br /><br /><b>1. Ön nem regisztrált tagja az oldalnak</b><br />Ebben a GEDCOM-állományban az élő személyekre vonatkozó adatokat bizalmasan kezeljük. A nem regisztrált látogatók, illetve akik nem jelentkeztek be csak az elhunytak személyes adatait tekinthetik meg. A regisztrációhoz először kattintson a Belépés, majd az #gm_lang[requestpassword]# hivatkozásra.<br /><br /><b>2. Ön rendelkezik felhasználónévvel és jelszóval...</b><br />Ez esetben Ön nem jelentkezett be vagy inaktív volt egy ideig és lejárt a munkamenete.<br /><br /><b>3. Az érintett adat jellege "Diszkrét"</b><br />A személy, akinek Ön a nevére kattintott azt kérte az adminisztrátortól, hogy adatait diszkrét módon kezeljék.<br />Ezekben az esetekben a személyes adatokhoz csak az adminisztrátorok férhetnek hozzá.<br /><br /><b>4. Ön kívül esik a "Rokonsági útvonalon"</b><br />Bizonyos esetekben előfordulhat - még akkor is, ha ön rendes tag <b>és</b> be is jelentkezett -, hogy ezt az üzenetet kapja: ekkor az érintett személy túl távoli rokona Önnek. Ezt az oldal adminisztrátora határozza meg az adott GEDCOM-ra vonatkozóan (Rokonsági fok maximlás nagysága). <br />Példák:<br />Ha a Rokonsági fok maximális nagysága <b>1</b>, Ön csak a közvetlen családjának - apa, anya, testvérek - adatait láthatja (de a házastársakat, a testvérek gyermekeit már nem) <br /><br />Ha a Rokonsági fok maximális nagysága <b>2</b>, akkor Ön már láthatja a testvérei házastársának és az ő gyermekeinek adatait (de a gyermekek házastársait már nem).<br />Minél magasabb a Rokonsági fok maximális nagysága, annál távolabbi rokonokat láthat Ön<br /><br />Ha Ön úgy gondolja, hogy bizonyos adatokhoz hozzáférhet, a lapok oldalán lévő hivatkozáson át lépjen kapcsolatba az adminisztrátorral.<br/><br/>"
"readme_help";"<center>További információért olvassa el a <a href="readme.txt" target="_blank"><b>Readme.txt</b></a> állományt.</center>"
"relationship_id_help";"~AZ 1. ÉS A 2. SZEMÉLY AZONOSÍTÓJA~</b><br /><br />Ha Ön valamelyik másik oldalon szereplő hivatkozáson át került ide (pl. a "Rokonsága velem" segítségével), akkor az adott két személy közötti rokoni kapcsolatot fogja itt megtalálni.<br />Egyéb esetekben Önnek meg kell adni a személyek azonosítóját.<br />Amennyiben nem tudja az azonosítókat, használja az "Azonosító" hivatkozást.<br/><br/>"
"remove_person_help";"~SZEMÉLY VISSZAVONÁSA~<br /><br />Kattintson erre a hivatkozásra, ha el kívánja távolítani az adott személyt a Kronológiából.<br/><br/>"
"rootid_help";"~ÚJ KEZDŐ SZEMÉLY~<br /><br />Ha Ön a családfát egy másik kezdő személlyel kívánja megjeleníteni, akkor ebbe a bevíteli mezőbe írja be a személy azonosítóját.<br />Ha nem ismeri a személy azonosítóját, használja az <b>Azonosító</b> hivatkozást.<br /><br /><b>Azonosító szám</b><br />A Genmod-ban használt azonosító szám nem egyezik meg a személy egyetlen hivatalos azonosító számával sem!<br />Ezt a számot a GEDCOM-állományt létrehozó program rendeli hozzá a személyhez.<br/><br/>"
"savelang_help";"~#gm_lang[savelang]#~<br /><br />Szerkesztett szöveg mentése.<br/>"
"show_age_marker_help";"~ÉLETKOR JELZŐ~<br /><br />Ha bejelöli ezt a mezőt, megjelenik az életkor jelző, melyet Ön a Kronológiában előre-hátra mozgathat. <br />Az életkor jelző megfelelő eszköz arra, hogy Ön ellenőrizhesse a személy életkorát egy adott esemény idején.<br />Az életkor jelző minden egyes személy esetében be- és kikapcsolható.<br/><br/>"
"show_full_help";"~RÉSZLETEK ELREJTÉSE/MUTATÁSA~<br /><br />Ennek a gombnak a segítségével Ön minden részletet megmutathat az egyes szövegdobozokban vagy el is rejtheti azokat.<br />A részletek elrejtésével egy képernyőn több szövegdoboz jeleníthető meg.<br /><br />Az elrejtett részletek esetében is lehetőség van az adatok feltárására, ha a Nagyító rendelkezésre áll a normál nézetben, ami attól függ, mit állított be az oldal adminisztrátora.<br />Ha Önnek kattintania kell a Nagyítóra részletekért, akkor ebben az esetben is kattintson a szövegdobozra.<br />Ha Önnek elegendő a Nagyítóra vinni a kurzort a részletekért, akkor ebben az esetben is húzza a kurzort az "egyszerűsített" szövegdobozra.<br/>br/>"
"show_source_gedcom_help";"~A GEDCOM-REKORD MEGTEKINTÉSE~<br /><br />Erre a hivatkozásra kattintva a GEDCOM-állományban tárolt információ jelenik meg eredeti formájában egy felugró ablakban.<br/><br/>"
"skip_sublist_help";"~TELJES NEVEK LISTÁJA~<br /><br />Alapbeállításként Ön a neveknek egy közbülső - csak a vezetékneveket tartalmazó - listáját látja, miután kiválasztott egy betűt az ábécé-indexből.<br />Ha Ön erre a hivatkozásra kattint, ezt a közbülső listát átugorhatja, és közvetlenül a teljes nevek listájához kerülhet.<br/><br/>"
"soundex_search_help";"~SOUNDEX NAME SEARCH~<br /><br />The SOUNDEX name search is also rather powerful.<br />First a short explanation of Soundex:<br /><br />Soundex sorts together surnames that sound similar but have different spellings. A soundex code begins with the first letter of the surname followed by a three-digit code that represents the first three remaining consonants. Zeros will be added to names that do not have enough letters to be coded.<br /><br />In plain English this means:<br />If you are searching for "Smith", you can get as result:<br />Smith - Smid - Smit - Schmidt, Smyth, Smithe, Smithee, Schmitt, Smead,  Sneed, Smoote etc.<br /><br />You don't have to worry about the Soundex codes.<br />Just type in the name that you ar looking for, and the program does the work.<br /><br />The Soundex system is very good to use: sometimes you know a name, but you don't know the exact spelling of it.<br />It can also happen that a mistake was made, by putting the name into the database.<br />Using the Soundex system, you will still be able to find the name.<br /><br />To get used to it, try to find a certain name, but type it in the search form in a different way.<br /><br />In this Soundex search form, a Surname is enough to start searching.<br />If you want to search for a Given Name, then you have to type in a Surname as well.<br/><br/>"
"sourcelist_listbox_help";"~FORRÁSOK TÁBLÁZATA~<br /><br />Ebben a táblázatban Ön a források nevét láthatja úgy, ahogyan azok a GEDCOM-állományban tárolva vannak.<br />A nevek ábécé-rendben szereplnek.<br /><br />Mikor Ön az egyik forrásra kattint, átkerül a forrás információs lapjára, ahol megtudhatja, hogy mely személyekhez/családokhoz kapcsolódik az adott forrás.<br/><br/>"
"sources_listbox_help";"~ERRE A FORRÁSRA HIVATKOZÓ TOVÁBBI REKORDOK~<br /><br />Ebben a táblázatban azoknak személyeknek és családoknak a neve található, melyek kapcsolódnak ehhez a forráshoz.<br />A neveket ábécé-rendbe szedve tüntetjük fel.<br /><br />Ha Ön az egyik névere kattint, akkor az érintett személy vagy család személyi lapjára jut.<br/><br/>"
"talloffset_help";"~DOBOZOK ELTOLÁSA A KÉPERNYŐN~<br /><br />Ezzel az opcióval a szövegdobozok elrendezése állítható a képernyőn ("álló" és "fekvő") <br /> Ennek a beállításnak a módosítása hasznos lehet, ha Ön ki szeretné nyomtatni az oldat vagy másfajta képernyővel rendelkezik.<br/><br/>"
"text_direction_help";"~#gm_lang[text_direction]#~<br /><br />Megszabja, hogy az adott nyelven milyen irányban írnak.<br /><br />Rendszerint minden nyugati nyelven balról jobbra írják vagy olvassák a szöveget.<br />Ugyanakkor vannak nyelvek, mint pl. az arab vagy a héber, melyen jobbról balra írnak.<br/>"
"time_format_help";"~#gm_lang[time_format]#~<br /><br />Ez a mező definiálja a kiválasztott nyelvhez tartozó dátumformátumot.<br /><br />A változók jelentése a következő:<br />a - kisbetűs délelőtt és délután - 'de' vagy 'du'<br />A - Nagybetűs délelőtt vagy délután - 'DE' vagy 'DU'<br />B - Swatch internet idő - 000-tól 999-ig<br />c - ISO 8601 szabványú dátum (PHP 5-től) - 2004-02-12T15:19:21+00:00<br />d - A hónap napja, 2 számjegy nullákkal kiegészítve - 01-tól 31-ig<br />D - A nap neve kiírva három karakterrel - Mon-tól Sun-ig<br />F - A hónap neve teljesen kiírva, például január vagy március - január-tól december-ig<br />g - Az óra 12-órás formátumban, kezdő nullák nélkül - 1-től 12-ig<br />G - Az óra 24-órás formátumban kezdő nullák nélkül - 0-tól 23-ig<br />h - Az óra 12-órás formátumban kiegészítve kezdő nullákkal - 01-től 12-ig<br />H - Az óra 24-órás formátumban kezdő nullákkal kiegészítve - 00-tól 23-ig<br />i - Percek, kiegészítve kezdő nullákkal - 00-tól 59-ig<br />I - (Nagybetűs i) Whether or not the date is in daylights savings time 1 if Daylight Savings Time, 0 otherwise.<br />j - A hónap napja kezdő nullák nélkül - 1-től 31-ig<br />l - (Kisbetűs 'L') A hét napja teljesen kiírva - Vasárnap-tól Szombat-ig<br />L - Szökőév-e az aktuális - 1 ha igen, egyébként 0.<br />m - A hónap száma kezdő nullákkal kiegészítve - 01-től 12-ig<br />M - A hónap nevének rövídítése három karakterrel - jan-tól dec-ig<br />n - A hónap száma kezdő nullák nélkül - 1-től 12-ig<br />O - A greenwich-i (gmt) időhöz képesti eltolódás órákban, pl.: +0200<br />r - RFC 2822 formátumú dátum, pl.: Csüt, 21 Dec 2000 16:01:07 +0200<br />s - Másodpercek, kezdő nullákkal kiegészítve - 00-tól 59-ig<br />S - A hónap napja angolul rendezett utótaggal, 2 karakterrel [nem tudom van-e értelme] st, nd, rd or th. Works well with j<br />t - Az adott hónap napja számmal - 28[??]-tól 31-ig<br />T - Az adott gép időzóna beállítása, pl.: CEST, EST, MDT ...<br />U - Eltelt másodpercek a Unix időszámítástól (Január 1 1970 00:00:00 GMT)<br />w - A hét napja számmal 0 (vasárnap)-tól 6 (szombat)-ig<br />W - ISO-8601 szabvány szerinti hét száma az évnek, úgy hogy a hetek hétfővel kezdődnek (PHP 4.1.0 -tól) l.: 42 (a 42. hete az évnek)<br />Y - A teljes év számjegyekkel kiírva 4 karakterrel, pl.: 1999 vagy 2003<br />y - Az évszám két karakterrel írva pl.: 99 vagy 03<br />z - A nap sorszáma az évben (0-val kezdve) 0-tól 365-ig<br />Z - Időzóna eltolódás másodpercben. Az UTC-től nyugatra levő időzónákban az eltérés mindig negatív, keletre pedig mindig pozitív. -43200-tól 43200-ig<br /><br />Ezeknek a változóknak a sorrendje tetszőlegesen felcserélhető, és elválasztójelek is tehetők közéjük.<br />Például a német dátumot ez a mező így prezentálja: 'H:i:s' , ami pedig így jelenik meg: '09:01:25'.<br />Az angol standard ilyen: 'g:i:sa' ami pedig eztmutatja: '9:01:25am'.<br/>"
"translation_forum_help";"~#gm_lang[translation_forum]#~<br /><br />#gm_lang[translation_forum_desc]#<br />"
"um_bu_help";"~#gm_lang[um_backup]#~<br /><br />#gm_lang[um_bu_explain]#"
"um_tool_help";"~#gm_lang[um_header]#~<br /><br />#gm_lang[um_explain]#"
"upload_gedcom_help";"~#gm_lang[upload_gedcom]#~<br /><br />A <b>#gm_lang[add_gedcom]#</b> opciótól eltérően nem szükséges, hogy az állomány már a szerveren legyen.<br /><br />Az 1. lépésben Önnek a számítógépen megtalálható állományt kell kiválasztania. Gépelje be a teljes elérési utat és az állomány bevét a beviteli mezőbe, vagy használja a <b>Böngészés</b> lehetőségét.<br /><br />A feltöltési folyamat egyes lapjain további segítséget kaphat e témakörben.<br/><br/>"
"user_privacy_help";"~#gm_lang[user_privacy]#~<br /><br />A 'felhasználó-alapú diszkréció' lehetővé teszi az adminisztrátornak, hogy bizonyos személyek esetében, az egyes felhasználókhoz kapcsolódva felülírja a diszkrét adatkezelés általános szabályait.<br /><br />Tehát ha Ön a 'János' nevű felhasználónak nem szeretné megmutatni az I100-as azonosítójú személy adatait, a következőket kell beállítania: <br /><br />Felhasználó: 'János'<br />Azonosító: I100<br />Hozzáférhető?: 'Rejtett'<br /><br />. Ezek alapján ha az I100-as személy adatait (melyek rejtettek, mert pl. az adott személy életben van) meg szeretné mutatni a 'János' nevű felhasználónak, a következőket állítsa be:<br /><br />Felhasználó: 'János'<br />Azonosító: I100<br />Hozzáférhető?: 'Látható'<br /><br />.Ez a mező beállítja a $user_privacy változót a <i><u>xxx</u>.GED_priv.php</i> állományában.<br/>"
"useradmin_can_admin_help";"~~#gm_lang[can_admin]# JELÖLŐNÉGYZET~<br /><br />Ha ez a négyzet be van jelölve, a felhasználónak éppen olyan jogosultsága van, mint Önnek.<dl><dt>Tehát nem csupán </dt><dd>hozzáadhat / eltávolíthat / szerkeszthet felhasználókat,</dd><dd>egyszerre küldhet üzenetet az összes felhasználónak, </dd><dd>szerkesztheti a Nyitólap üzeneteit,</dd><dd>szerkesztheti és beállíthatja a nyelvi állományokat, </dd><dt>hanem ugyanígy</dt><dd>frissítheti a programot, </dd><dd>megváltoztathatja a beállításokat,</dd><dd>módosíthatja a GEDCOM-beállításokat,</dd><dd>szerkesztheti a diszkrét adatkezelésre vonatkozó beállításokat.</dd><dt>Illetve elláthat néhány további  feladatot is,</dt><dd>de azokat az oldalra vonatkozó beállításokat, melyek ezen programon kívül történnek, nem módosíthatja.</dd></dl> "
"useradmin_can_edit_help";"~#gm_lang[can_edit]#~<br /><br />Ha ez a négyzet be van jelölve, a felhasználó szerkesztheti annak a GEDCOM-állománynak a rekordjait, mely a négyzet mellett látható.<br /><br />A rekordokat érintő bármilyen változtatást Önnek - vagy más, adminisztrátori jogosultsággal rendelkező felhasználónak - kell <b>jóváhagyni</b>. A jóváhagyás után az érintett GEDCOM-állományt <b>újra kell importálni</b>, hogy a változások életbe léphessenek.<br/><br/>"
"useradmin_edit_user_help";"~#gm_lang[update_user]#~<br /><br />Ezt az űrlapot az adminisztrátor használlja a felhasználói adatok karbantartására.<br /><br />Az űrlap sokban hasonlít a "Felhasználó hozzáadása" vagy a "Felhasználói adataim" űrlapokra.<br/><br/>"
"useradmin_gedcomid_help";"~#gm_lang[gedcomid]#~<br /><br />Ez a felhasználó azonosítója a GEDCOM-állományban, melyet az adminisztrátor állít be.<br />Csak ennek megadása után érheti el a felhasználó az "Én ésa családom" valamint a "Családfám" menüpontokat.<br /><br />Miden egyes GEDCOM esetében lehetséges egyedileg megadni a felhasználó azonosítóját.<br />Ha a felhasználó nem szerepel a GEDCOM-ban, hagyja a mezőt üresen.<br/><br/>"
"useradmin_help";"~#gm_lang[user_admin]#~<br /><br />Ezen az oldalon Ön szerkesztheti a jelenlegi felhasználók beállításait, illetve új felhasználókat vehet fel.<br /><br /><b>Aktuális felhasználó-lista</b><br />Ebben a táblázatban taálja meg at aktuális felhasználókat, státuszukat és jogosultságaikat.<br />Itt <b>törölheti</b> vagy <b>szerkesztheti</b> az egyes felhasználókat.<br /><br /><b>Új felhasználó űrlap</b><br />Ez az űrlap majdnem teljesen megegyezik a "Felhasználói adataim" hivatkozáson át elérhetővel.<br />Bizonyos esetekben nem készítettünk speciálisan az adminisztrátornak szóló segítséget. Ilyenkor Ön a következő üzenetet fogja kapni:"
"useradmin_rootid_help";"~#gm_lang[rootid]#~<br /><br />A programban kezelt minden egyes GEDCOM-állományhoz minde felhasználó esetében definiálhatja a <b>kezdő személyt</b>.<br />Lehetséges, hogy a felhasználó azt szeretné, hogy vele kezdődjön a megjelenített ősfa, de ez nem szükségszerű.<br /><br />A felhasználó saját maga is megváltoztathatja ezt a személyt a szemléyes beállításain keresztül.<br/><br/>"
"useradmin_verbyadmin_help";"~#gm_lang[verified_by_admin]#~<br /><br />Ha a felhasználó a Regisztrációs Modult használta és megerősítette jelentkezését, az Ön jóváhagyása az utolsó lépés a regisztráció befejezése előtt.<br /><br />Miután Ön elfogadta jelentkezését, a felhasználó kap egy e-mailt, hogy hozzáférése aktív, és a regisztráció során használt felhasználónévvel és jelszóval bejelentkezhet az oldalra.<br/><br/>"
